date,open,high,low,close,adjusted_close,volume,daily_return,volatility_20,ma_20,ma_50,rsi_14,volume_ma_20,volume_spike
2015-01-02,33.34641647338867,33.631011962890625,33.09126663208008,33.493621826171875,19.62444496154785,2626167.0,,,,,,,False
2015-01-05,33.24828338623047,33.4249267578125,32.53189468383789,33.00294494628906,19.336946487426758,3072693.0,-0.014649860275767423,,,,,,False
2015-01-06,33.081451416015625,33.12070846557617,31.756624221801758,32.36506271362305,18.96320343017578,3417930.0,-0.019328039776575823,,,,,,False
2015-01-07,32.67909622192383,33.0225715637207,32.38468933105469,32.82630157470703,19.233455657958984,2565231.0,0.014251134476864102,,,,,,False
2015-01-08,33.16977310180664,33.28753662109375,32.98331832885742,33.081451416015625,19.3829402923584,3589937.0,0.0077727258042736835,,,,,,False
2015-01-09,33.179588317871094,33.64082336425781,32.806671142578125,33.57212829589844,19.670438766479492,3098677.0,0.014832386696469468,,,,,,False
2015-01-12,33.66044998168945,33.89597702026367,33.12070846557617,33.70951843261719,19.75093650817871,4373956.0,0.004092386860547581,,,,,,False
2015-01-13,34.0726203918457,34.3277702331543,33.14033508300781,33.44455337524414,19.595684051513672,4753737.0,-0.007860244515289994,,,,,,False
2015-01-14,33.07164001464844,33.43473815917969,32.7477912902832,33.316978454589844,19.52094078063965,4215094.0,-0.0038145200871101403,,,,,,False
2015-01-15,33.513248443603516,33.532875061035156,32.7772331237793,32.84592819213867,19.24494743347168,4402182.0,-0.014138444850069543,,,,,,False
2015-01-16,32.65946960449219,33.09126663208008,32.33562469482422,33.042198181152344,19.359939575195312,5187219.0,0.005975473972467782,,,,,,False
2015-01-20,33.12070846557617,33.36604690551758,32.463199615478516,33.316978454589844,19.52094078063965,3147691.0,0.008316040958626036,,,,,,False
2015-01-21,33.316978454589844,34.3474006652832,33.24828338623047,34.05299377441406,19.95218849182129,4565120.0,0.02209129861002812,,,,,,False
2015-01-22,34.29833221435547,35.318939208984375,34.1020622253418,35.04416275024414,20.532926559448242,5923956.0,0.029106661881070695,,,,64.00709891965471,,False
2015-01-23,35.08341598510742,35.56427764892578,34.749755859375,35.38763427734375,20.734167098999023,4383229.0,0.009801105238195884,,,,66.1101751890375,,False
2015-01-26,35.42688751220703,35.7998046875,35.279685974121094,35.770362854003906,20.958417892456055,6276429.0,0.010815319658290745,,,,73.97958306724684,,False
2015-01-27,35.37782287597656,36.192344665527344,35.19136428833008,35.8979377746582,21.033170700073242,5429538.0,0.0035664978064380293,,,,83.58210795334224,,False
2015-01-28,36.09421157836914,36.47693634033203,35.74092102050781,36.054954528808594,21.125167846679688,6834841.0,0.0043739769993482724,,,,82.57426824781278,,False
2015-01-29,36.03532791137695,36.35917663574219,34.95583724975586,36.1727180480957,21.19416618347168,7578099.0,0.003266222931803009,,,,82.07741581012836,,False
2015-01-30,36.33955001831055,36.9774284362793,36.2021598815918,36.643768310546875,21.470163345336914,6057547.0,0.013022252345672669,,34.152109909057614,,82.00411452628097,4574963.65,False
2015-02-02,37.17369842529297,37.212955474853516,36.47693634033203,36.5750732421875,21.429916381835938,6701555.0,-0.0018746725985493429,0.012208375195870865,34.3061824798584,,80.29047383251584,4778733.05,False
2015-02-03,36.92835998535156,37.20314025878906,36.61432647705078,37.15407180786133,21.769155502319336,5704260.0,0.015830414387413505,0.011580878324020159,34.513738822937015,,86.77043566644684,4910311.4,False
2015-02-04,37.095191955566406,37.242393493652344,36.43768310546875,36.506378173828125,21.38966178894043,6156492.0,-0.017432642036724455,0.011368467538088284,34.720804595947264,,78.6596025618349,5047239.5,False
2015-02-05,35.96663284301758,35.96663284301758,35.50539779663086,35.60353469848633,21.307443618774414,6199800.0,-0.024731116054373614,0.01310626433722284,34.85966625213623,,72.99511271546487,5228967.95,False
2015-02-06,35.87831115722656,36.005889892578125,35.21099090576172,35.40726089477539,21.189973831176758,7206674.0,-0.005512761734842053,0.013248919567841374,34.975956726074216,,69.72175832705086,5409804.8,False
2015-02-09,35.299312591552734,35.97644805908203,35.004905700683594,35.613346099853516,21.313312530517578,3396021.0,0.005820422135747183,0.012993514302251744,35.07801761627197,,69.37085016543026,5424672.0,False
2015-02-10,36.06476974487305,36.15309143066406,35.53483963012695,36.01570129394531,21.55410385131836,3903076.0,0.011297876727552225,0.013123598920474941,35.193326759338376,,67.54385007774353,5401128.0,False
2015-02-11,36.12364959716797,36.211971282958984,35.436702728271484,35.78998947143555,21.419025421142578,3950357.0,-0.006267039496679505,0.013056340734325766,35.31059856414795,,57.723552184561896,5360959.0,False
2015-02-12,35.907752990722656,36.24141311645508,35.60353469848633,36.22178649902344,21.677440643310547,3994786.0,0.012064743073828321,0.013072494284474259,35.455838966369626,,58.483039971944066,5349943.6,False
2015-02-13,36.30029296875,36.73208999633789,36.28066635131836,36.7026481628418,21.96521759033203,4780944.0,0.013275481700255831,0.01246381428803125,35.648674964904785,,59.29548547481742,5368881.7,False
